rainfall_mm,past_rain_3day,past_rain_7day,soil_moisture,ndvi,elevation,slope,river_distance_km,temperature,humidity,month,landslide
63.84,212.39,584.19,0.4247,0.6517,2776.4,47.13,7.373,33.6,61.1,6,0
52.55,164.53,514.17,0.4965,0.3017,1238.5,46.54,0.878,29.1,78.1,6,1
80.94,213.59,903.61,0.4344,0.6801,1790.3,32.56,1.542,15.2,75.5,6,0
46.68,114.67,509.83,0.4321,0.5157,3396.6,13.11,3.093,32.3,62.4,6,0
44.3,170.71,754.95,0.466,0.392,2418.1,23.89,2.19,28.4,56.7,6,0
110.49,434.22,1050.88,0.5825,0.05,707.4,24.21,0.303,13.2,84.9,6,0
117.95,368.97,1159.16,0.6134,0.1991,639.6,47.02,15.201,27.8,72.7,6,1
57.93,115.47,288.75,0.3112,0.8361,874.1,11.82,4.191,17.2,47.6,6,0
99.42,260.45,727.58,0.4158,0.6397,2730.1,54.74,1.727,22.3,67.4,6,1
81.63,223.79,421.96,0.3579,0.4363,1174.7,50.66,2.888,17.5,83.6,6,0
37.39,126.93,283.51,0.3321,0.383,270.6,16.18,0.275,12.1,53.8,6,0
49.53,156.98,450.87,0.3697,0.5396,3315.8,48.15,2.051,29.2,53.4,6,0
111.51,310.79,865.45,0.4893,0.362,760.1,45.11,8.014,30.7,82.7,6,0
37.06,118.64,302.86,0.3176,0.5551,231.5,49.89,6.807,15.8,78.9,6,0
129.76,202.44,490.28,0.3619,0.1426,982.5,16.34,1.235,16.0,97.7,6,0
58.45,201.16,768.87,0.4132,0.5667,975.6,14.46,2.274,20.7,61.1,6,0
112.25,227.77,591.13,0.4421,0.4838,1592.6,19.19,3.586,30.3,77.1,6,0
65.09,204.46,758.08,0.4474,0.2958,3237.3,26.95,1.247,11.9,63.2,6,0
92.73,165.52,462.67,0.3799,0.6483,3101.3,52.62,0.201,30.2,70.5,6,1
107.61,192.21,762.17,0.4093,0.3979,1707.8,49.28,2.112,33.1,86.6,6,1
107.48,170.81,384.57,0.2962,0.1589,1556.0,60.53,2.761,24.0,79.6,6,1
58.12,219.45,488.4,0.4786,0.0845,2031.5,8.52,0.1,11.5,58.5,6,0
51.3,154.48,561.56,0.3971,0.5306,1003.4,5.69,0.301,16.7,54.7,6,0
70.7,170.03,726.1,0.5798,0.7156,372.2,46.95,0.697,12.8,89.6,6,0
40.22,139.55,305.06,0.3992,0.6831,3299.4,21.76,1.283,16.5,68.0,6,0
78.72,241.28,482.32,0.4873,0.471,816.1,25.04,2.336,30.3,66.8,6,0
52.21,159.26,688.58,0.4865,0.1935,854.7,37.81,1.044,11.4,75.4,6,0
99.8,271.22,574.12,0.422,0.1346,1759.1,11.14,0.97,17.1,70.7,6,0
58.48,88.88,220.07,0.3138,0.3492,1822.3,43.56,6.106,22.9,66.4,6,0
29.18,62.62,269.86,0.3048,0.7649,260.8,24.51,0.47,31.9,56.8,6,0
107.76,191.02,757.94,0.5066,0.6934,688.3,42.96,2.052,16.2,83.8,6,0
77.32,244.02,665.06,0.4454,0.2587,1447.9,55.04,9.162,29.5,65.7,6,0
73.46,155.85,682.21,0.4664,0.602,2456.3,15.27,2.943,24.6,73.1,6,0
100.09,262.79,876.06,0.5148,0.5487,953.8,60.85,3.789,26.9,66.0,6,1
94.52,225.3,449.5,0.4071,0.0892,1595.9,36.84,1.693,31.5,75.3,6,1
53.69,99.75,368.91,0.3497,0.4836,2039.2,60.38,0.1,10.7,76.8,6,1
61.49,239.56,778.72,0.5054,0.7387,3132.4,17.46,3.116,23.2,76.6,6,0
44.91,172.16,576.06,0.4045,0.2441,1276.0,41.27,2.998,28.7,57.9,6,0
36.12,61.82,277.22,0.3596,0.7702,640.7,29.23,0.351,32.1,48.6,6,0
87.2,311.16,688.22,0.4726,0.3158,1814.6,51.45,1.861,13.3,58.7,6,1
82.54,224.58,802.51,0.4565,0.1288,2664.2,41.35,7.407,18.5,79.7,6,1
91.75,315.12,957.51,0.3993,0.1505,562.5,34.67,0.689,12.0,79.8,6,1
104.77,196.75,498.6,0.4511,0.6263,1601.5,59.78,1.855,30.9,84.5,6,1
92.1,168.6,619.19,0.4858,0.2873,258.7,27.63,1.855,31.4,91.2,6,0
94.32,351.52,1266.94,0.4602,0.6041,310.7,18.2,4.994,22.1,79.5,6,0
20.78,77.83,320.08,0.3114,0.44,1793.7,41.49,5.222,10.5,58.1,6,0
65.06,173.37,723.46,0.5449,0.3943,1184.1,42.44,4.272,12.6,58.3,6,0
96.85,355.96,1180.67,0.5462,0.6184,2988.9,31.35,1.365,25.6,92.0,6,0
43.53,137.93,369.51,0.3736,0.4305,2187.1,34.2,0.224,34.6,61.7,6,0
75.03,147.24,475.56,0.3732,0.6181,1698.0,62.57,1.29,31.0,66.0,6,0
85.72,199.08,551.44,0.358,0.0737,1546.2,48.96,3.416,29.9,77.4,6,0
83.81,154.21,393.07,0.3684,0.5513,1840.9,11.64,3.64,20.4,91.1,6,0
81.95,281.5,925.93,0.5327,0.593,333.4,17.73,10.057,34.6,91.7,6,0
87.71,347.59,1243.14,0.5462,0.6886,3146.2,63.53,1.813,30.6,68.5,6,1
77.25,221.4,751.55,0.4798,0.2335,3494.4,48.59,3.003,18.4,82.6,6,1
36.16,113.53,496.92,0.487,0.5097,798.9,59.9,2.324,28.7,63.5,6,0
85.41,287.42,749.1,0.4198,0.3426,597.3,23.23,0.49,20.8,83.5,6,0
79.85,164.55,461.61,0.4069,0.3978,673.8,49.51,1.855,26.5,76.2,6,0
36.49,85.39,307.62,0.4113,0.1425,2381.4,47.84,2.361,34.3,65.9,6,0
107.23,271.37,928.35,0.4378,0.0904,2382.8,22.68,9.033,16.2,92.7,6,0
86.08,257.07,464.03,0.4011,0.6564,2998.1,38.05,1.37,29.9,61.8,6,0
38.23,138.61,366.38,0.4664,0.532,2681.0,42.64,11.751,24.8,64.4,6,0
52.3,111.69,277.58,0.3381,0.3345,1684.0,33.87,2.345,33.7,56.3,6,0
58.63,156.97,638.53,0.4803,0.6849,2222.4,54.63,0.833,13.4,63.9,6,1
58.61,198.05,819.7,0.4558,0.2105,2471.3,54.97,0.638,28.0,67.6,6,1
80.06,137.58,353.1,0.4601,0.506,1892.0,56.04,0.458,10.9,66.0,6,1
48.32,134.45,279.07,0.2732,0.7325,1769.6,53.21,1.81,16.2,59.8,6,0
100.94,187.84,442.18,0.3911,0.6618,2328.8,34.29,0.1,18.0,69.1,6,0
98.88,281.59,641.12,0.3534,0.41,2039.7,27.89,1.767,20.8,74.9,6,0
88.22,301.66,736.38,0.4113,0.635,2325.0,54.88,13.371,34.1,80.6,6,0
73.84,154.5,375.98,0.3394,0.2861,2222.4,34.41,3.327,11.7,79.1,6,0
96.17,348.49,1078.77,0.501,0.7109,2573.3,19.78,4.279,14.2,72.7,6,0
65.84,153.86,409.73,0.322,0.3956,2321.3,35.44,0.38,15.1,80.4,6,0
82.34,162.79,539.08,0.4035,0.5719,1915.2,13.51,1.922,20.6,79.3,7,0
130.21,346.79,946.44,0.5111,0.05,2449.9,46.5,1.012,11.5,100.0,7,1
108.39,400.0,1599.84,0.5413,0.5427,1683.3,25.16,6.736,34.1,68.4,7,0
83.35,139.4,608.76,0.3892,0.5021,997.5,20.64,0.6,24.0,77.5,7,0
90.01,208.73,603.36,0.5469,0.5435,204.7,62.39,1.842,30.3,81.9,7,1
82.05,257.04,497.0,0.4152,0.6047,2047.9,51.61,2.661,29.3,60.9,7,0
151.01,361.51,884.57,0.3849,0.6964,2149.2,52.22,2.165,26.5,100.0,7,1
100.56,168.64,349.94,0.2995,0.5889,3407.8,42.42,5.32,32.6,75.1,7,0
104.4,243.25,664.29,0.4433,0.1874,1392.9,55.35,0.79,32.6,85.7,7,1
118.49,420.91,1490.79,0.6012,0.5942,1500.6,50.55,1.422,13.2,93.0,7,1
70.07,274.69,879.29,0.4453,0.0902,865.9,40.93,4.712,32.5,71.8,7,0
127.87,204.52,502.26,0.5095,0.4273,432.8,62.67,2.253,23.1,99.4,7,1
85.26,249.23,964.93,0.6226,0.8082,2750.3,16.5,1.543,16.7,91.5,7,0
146.21,257.8,555.56,0.3972,0.05,1023.9,61.6,0.1,25.2,85.0,7,1
92.64,296.54,716.47,0.486,0.7096,2209.4,29.09,4.2,17.0,78.7,7,0
126.4,192.09,696.39,0.4845,0.6968,2469.7,36.7,10.746,22.0,95.2,7,0
38.04,58.46,136.35,0.3799,0.485,1755.1,12.36,2.905,30.4,48.3,7,0
71.08,244.66,888.78,0.4446,0.2326,3092.0,37.41,5.825,10.8,79.8,7,0
93.12,157.0,696.73,0.5354,0.2891,1664.5,41.67,2.182,14.6,91.6,7,0
49.69,112.44,454.77,0.3869,0.7907,1140.2,64.86,0.791,33.9,75.2,7,0
115.48,449.8,1003.96,0.5206,0.2672,3156.9,63.51,0.1,21.1,88.2,7,1
108.28,429.13,1375.5,0.5734,0.515,3043.2,62.98,3.179,17.6,94.8,7,1
75.69,144.07,423.6,0.3772,0.1258,741.3,25.9,2.038,33.1,75.6,7,0
100.06,290.39,1300.23,0.5723,0.1693,285.7,64.48,4.571,32.8,69.5,7,1
120.62,349.54,1539.31,0.5465,0.5902,497.0,32.33,3.559,11.1,82.0,7,0
47.88,125.97,269.98,0.2551,0.2962,1145.6,56.11,13.257,19.1,62.3,7,0
68.62,261.56,1112.55,0.5104,0.7909,3408.5,17.98,2.142,32.8,70.1,7,0
92.08,311.69,723.83,0.3998,0.3546,2043.1,35.35,1.672,14.5,76.9,7,0
101.05,344.71,917.8,0.5097,0.3579,1431.8,62.96,1.014,24.5,77.6,7,1
98.99,215.2,592.7,0.4394,0.0606,3132.8,61.82,1.944,18.0,81.4,7,1
122.69,317.25,816.73,0.4629,0.6565,1695.3,46.02,6.188,28.4,98.8,7,1
112.39,305.53,1253.82,0.6232,0.1051,1240.3,52.87,0.13,14.0,85.4,7,1
117.87,264.89,712.77,0.4413,0.4063,3306.0,15.59,11.437,24.9,90.4,7,0
65.71,114.14,457.15,0.3179,0.3582,3003.4,48.3,15.02,10.0,52.2,7,0
104.08,188.99,847.6,0.4572,0.3801,2984.1,42.08,2.733,16.3,82.2,7,1
92.78,181.07,736.97,0.505,0.442,1890.5,10.49,1.208,14.1,86.5,7,0
137.01,275.27,752.74,0.3553,0.4191,2805.1,11.79,0.757,15.2,100.0,7,0
104.82,220.71,821.11,0.4584,0.1931,791.9,11.51,0.971,31.5,90.6,7,0
83.73,179.07,580.47,0.4441,0.4883,2091.6,48.46,0.154,32.9,77.5,7,1
121.77,321.38,1260.98,0.6831,0.5385,3446.7,13.5,1.934,28.9,89.8,7,0
114.54,317.72,703.23,0.5001,0.2941,1160.2,33.06,0.177,24.8,79.0,7,1
79.92,181.58,639.72,0.4337,0.1846,2821.4,26.42,3.803,15.8,80.7,7,0
91.74,345.71,1344.44,0.5932,0.2604,1818.6,38.03,1.395,16.9,72.2,7,1
92.17,265.71,1024.4,0.4086,0.1848,331.4,47.39,0.667,17.7,83.1,7,1
131.14,454.89,2002.3,0.6453,0.05,2718.0,46.08,2.361,29.4,89.7,7,1
105.54,402.16,787.31,0.489,0.3306,756.3,35.93,10.921,16.3,81.8,7,0
118.63,226.32,618.66,0.431,0.3943,2283.9,32.86,3.564,34.3,93.6,7,0
88.12,226.45,698.99,0.4533,0.0671,482.7,28.87,2.03,29.9,80.9,7,0
108.83,281.1,741.08,0.4489,0.405,3324.7,56.71,4.501,35.0,84.9,7,1
133.04,317.46,836.95,0.466,0.7727,1162.7,24.85,4.012,21.5,85.9,7,0
91.43,139.18,316.71,0.3681,0.7283,947.3,20.56,6.67,24.7,90.2,7,0
103.33,365.8,1461.35,0.5375,0.6329,626.2,49.6,0.687,17.0,83.7,7,1
66.37,118.07,502.01,0.3883,0.3036,3321.8,26.59,5.874,25.1,75.9,7,0
81.32,324.35,655.93,0.3681,0.05,2549.3,55.82,1.074,34.3,75.0,7,1
92.09,316.11,701.2,0.4083,0.6435,2647.5,24.67,8.491,10.8,72.1,7,0
73.93,218.11,527.13,0.4645,0.05,1848.0,47.12,0.99,17.2,75.0,7,0
133.51,251.86,799.47,0.4498,0.116,1766.6,7.71,7.846,17.0,85.3,7,0
79.51,221.7,872.65,0.5032,0.506,563.1,28.13,9.955,34.6,77.4,7,0
120.13,258.6,515.38,0.4082,0.0559,2047.5,25.59,0.472,13.3,59.9,7,1
105.13,224.01,788.36,0.4374,0.6489,1014.8,54.0,11.007,30.3,78.3,7,0
101.23,361.77,797.05,0.4079,0.6781,3424.6,63.02,0.269,16.9,80.3,7,1
137.61,337.37,1492.15,0.5765,0.5788,2828.7,32.65,0.74,31.5,83.6,7,1
43.94,115.42,487.86,0.4061,0.646,1562.9,54.49,1.762,22.2,66.1,7,0
95.55,344.69,1504.19,0.6279,0.129,699.4,46.98,15.153,16.1,75.3,7,1
73.45,126.29,263.52,0.3585,0.4886,2791.6,63.04,2.012,27.7,72.0,7,1
51.42,153.57,478.78,0.4276,0.4014,602.8,53.67,2.398,31.0,61.0,7,0
70.59,207.92,467.02,0.3168,0.5199,824.8,9.65,3.557,21.8,79.0,7,0
100.89,258.58,884.58,0.5191,0.05,898.0,47.8,10.354,27.8,84.6,7,1
82.32,294.26,714.57,0.3856,0.5091,2037.7,37.13,4.588,14.5,77.1,7,0
122.87,473.94,1839.23,0.7146,0.6721,2797.3,5.99,0.761,33.4,87.4,7,1
95.11,253.31,896.41,0.5032,0.05,1237.2,20.08,1.083,12.4,98.8,7,0
92.34,243.81,815.12,0.3684,0.2123,479.4,60.31,0.308,15.5,76.4,7,1
92.45,254.71,1026.01,0.5407,0.1613,1733.0,60.56,3.102,17.2,72.2,7,1
97.99,324.14,1021.29,0.5527,0.3649,2668.8,52.93,0.598,13.8,70.0,7,1
89.99,285.29,721.4,0.5062,0.3024,931.5,63.91,0.893,20.2,84.2,7,1
79.17,162.87,566.12,0.374,0.7304,925.8,53.39,6.571,21.4,86.8,7,0
125.19,207.78,910.9,0.49,0.3767,3325.8,5.61,1.187,23.0,80.8,7,0
84.85,328.65,1125.01,0.5582,0.4643,3348.7,22.27,2.509,11.0,73.2,7,0
90.87,195.61,684.63,0.4728,0.5295,3468.5,6.84,1.52,15.5,74.4,7,0
111.19,344.3,1488.7,0.6163,0.235,2865.3,10.65,0.231,30.2,82.4,7,0
108.42,387.19,1235.63,0.5242,0.2223,821.0,18.13,1.352,30.3,68.4,7,0
78.12,175.82,789.48,0.5063,0.6168,899.5,35.21,1.573,18.3,79.9,7,0
119.33,368.56,822.29,0.5131,0.4534,1322.7,55.85,6.781,21.5,95.3,7,1
113.9,201.57,655.11,0.4224,0.0815,1249.8,56.72,1.177,14.6,68.9,7,1
104.91,411.74,977.8,0.4551,0.0951,3356.5,41.97,1.43,30.6,95.5,7,1
89.67,147.55,446.18,0.3523,0.2259,2803.9,60.69,4.582,33.9,89.8,7,1
90.29,234.34,529.73,0.4735,0.2184,2589.2,35.0,4.268,17.3,52.5,7,0
95.41,271.16,651.02,0.4769,0.2941,813.7,58.34,4.803,29.5,61.2,7,1
69.66,242.15,573.7,0.413,0.6121,3201.4,32.24,9.222,18.8,69.8,7,0
99.47,179.33,477.76,0.385,0.6428,2932.0,21.63,4.762,10.1,90.4,7,0
122.76,319.42,691.04,0.3489,0.1674,740.0,59.98,1.571,25.0,89.1,7,1
122.37,275.23,1096.87,0.5137,0.3682,3074.9,28.28,5.17,20.3,86.9,7,0
90.93,207.33,496.73,0.3391,0.3018,1098.4,35.2,2.132,29.0,81.9,7,0
127.06,437.97,1280.93,0.5624,0.4213,466.9,24.73,0.976,28.7,81.7,7,0
148.1,224.18,413.24,0.4414,0.4261,2367.5,44.77,1.083,33.7,100.0,7,1
92.55,312.15,650.26,0.3802,0.7689,2357.6,64.7,0.76,20.9,76.9,7,1
117.74,415.16,1751.97,0.66,0.0563,513.3,6.53,0.47,22.1,72.3,7,0
43.89,164.72,668.82,0.4828,0.112,1252.2,58.99,0.612,20.0,56.8,7,1
69.0,211.64,861.5,0.4822,0.4165,3476.3,5.24,0.196,17.4,73.7,7,0
102.73,239.74,697.81,0.4124,0.3252,2438.8,26.85,6.58,25.9,78.5,7,0
75.29,193.35,421.91,0.3843,0.1484,2609.2,15.12,8.021,30.7,69.4,7,0
151.44,594.29,1242.84,0.5948,0.052,902.6,50.44,2.651,13.9,97.1,7,1
115.4,427.33,1467.94,0.6048,0.4593,460.0,8.04,5.507,34.5,87.5,7,0
124.6,331.29,1337.14,0.5655,0.2066,1113.8,38.21,0.608,27.1,77.5,7,1
99.73,384.73,1627.51,0.6812,0.9,1021.4,22.7,6.958,29.5,89.7,7,0
75.38,268.14,691.69,0.4632,0.3816,974.0,13.02,2.118,35.0,71.6,7,0
87.49,328.31,875.53,0.4138,0.1873,836.1,51.31,0.209,22.6,79.6,7,1
106.82,342.6,710.0,0.4726,0.4483,2096.7,18.05,0.457,11.8,82.8,7,0
84.51,307.96,1198.24,0.5855,0.1667,1282.7,18.42,1.109,29.8,72.1,7,0
117.24,437.22,1112.45,0.4592,0.394,2907.1,21.5,0.134,31.8,92.5,7,1
118.24,204.56,633.84,0.3125,0.3364,807.0,40.21,1.11,14.1,86.1,7,1
100.58,393.58,1695.53,0.5848,0.4053,1733.3,44.58,0.185,10.6,80.8,7,1
54.82,127.94,490.14,0.3923,0.647,245.1,6.06,0.808,13.4,46.5,7,0
143.33,372.61,723.76,0.4943,0.1383,1789.6,19.51,0.926,18.1,99.6,7,0
95.14,331.06,603.2,0.3753,0.7041,384.3,30.86,15.538,33.1,77.2,7,0
168.19,531.85,2088.05,0.7426,0.5448,3426.5,24.92,0.806,10.1,100.0,7,1
116.77,435.86,1434.74,0.4404,0.2657,2809.0,58.05,0.82,30.1,98.2,7,1
95.21,238.15,891.86,0.4862,0.259,1817.4,52.26,3.483,31.4,85.1,7,1
111.65,271.67,604.04,0.3997,0.243,485.7,42.55,5.885,30.3,83.9,7,0
49.97,78.92,327.87,0.4701,0.3287,2155.1,25.28,1.468,12.1,62.7,7,0
126.11,335.05,1302.66,0.4642,0.4512,2703.9,47.04,6.253,27.0,100.0,7,1
164.63,544.95,2291.67,0.7546,0.05,829.4,55.62,1.247,33.8,100.0,7,1
48.23,108.65,295.63,0.2638,0.6971,2075.1,40.69,0.658,13.0,66.1,7,0
93.27,247.8,630.51,0.3978,0.05,2886.9,52.07,1.2,10.8,76.5,7,1
97.82,200.39,442.79,0.3029,0.1248,2735.2,49.95,2.82,31.8,72.2,8,1
122.34,419.86,1810.1,0.7747,0.1167,2849.9,39.3,1.373,26.1,71.1,8,1
153.11,252.82,575.78,0.3966,0.1825,3101.8,23.73,3.352,26.2,100.0,8,0
110.03,359.07,762.01,0.4408,0.6285,3294.4,49.75,0.811,34.1,76.8,8,1
154.0,376.89,874.48,0.4716,0.5503,1538.2,17.41,3.622,29.2,94.7,8,0
104.72,167.96,652.16,0.373,0.1809,2076.9,51.77,1.281,19.9,80.6,8,1
111.74,406.03,1706.04,0.6917,0.542,2809.2,53.27,1.826,20.9,95.0,8,1
108.66,295.48,1178.83,0.5662,0.6469,2500.6,54.33,2.448,13.6,76.5,8,1
130.96,392.67,1303.95,0.605,0.6134,3485.2,33.37,3.477,17.6,91.3,8,0
89.9,299.37,1342.21,0.5058,0.6963,245.1,16.55,0.818,21.1,81.1,8,0
120.91,379.39,753.43,0.5065,0.5221,1371.9,10.98,5.423,16.5,75.2,8,0
69.69,231.86,960.21,0.5418,0.3296,1127.4,49.6,3.839,32.9,59.1,8,0
93.34,317.9,939.34,0.475,0.3069,1065.6,58.18,0.8,10.3,72.3,8,1
84.54,251.32,761.2,0.496,0.1554,934.3,44.05,11.064,24.7,77.3,8,0
102.66,247.82,531.45,0.4192,0.4581,2540.1,13.65,3.279,29.3,81.7,8,0
92.55,195.09,368.77,0.2936,0.7655,479.7,61.09,1.807,28.3,76.8,8,1
128.76,483.78,1284.39,0.546,0.419,2647.3,64.35,0.514,26.1,93.8,8,1
78.49,308.06,699.93,0.415,0.7564,2488.3,31.0,2.286,20.3,66.7,8,0
57.17,136.88,425.02,0.3887,0.2759,1027.7,40.69,0.54,33.0,65.8,8,0
66.52,118.46,260.36,0.4028,0.5647,1034.4,51.63,1.684,18.2,69.0,8,0
125.31,257.68,559.79,0.3292,0.4556,2275.2,49.18,1.576,28.8,81.0,8,0
76.22,242.12,1009.1,0.4783,0.6289,2715.2,63.07,3.818,33.2,91.3,8,1
110.4,213.33,914.67,0.4406,0.4372,3092.4,11.89,0.641,13.2,65.8,8,0
93.09,321.18,1414.26,0.542,0.1925,3012.1,39.84,5.176,33.7,87.9,8,0
121.06,460.95,1676.65,0.592,0.1746,3384.1,46.52,1.184,29.4,92.7,8,1
94.69,370.14,1436.8,0.5889,0.6573,2118.6,58.41,1.761,25.4,84.9,8,1
169.56,258.3,1047.83,0.5343,0.05,3198.6,57.45,4.44,19.3,100.0,8,1
147.91,576.16,2062.14,0.7271,0.3322,2868.1,63.68,2.946,32.6,100.0,8,1
92.58,310.17,834.88,0.4752,0.3071,3152.4,35.72,1.105,11.1,74.2,8,0
89.15,152.46,338.81,0.3984,0.356,238.4,54.85,1.464,20.8,79.9,8,0
178.76,453.72,1107.37,0.639,0.6223,3387.5,30.64,1.095,28.9,100.0,8,1
73.48,238.83,971.84,0.4999,0.6303,1762.6,30.34,2.71,30.3,70.2,8,0
99.08,385.59,1418.77,0.6329,0.6809,2834.0,20.2,1.213,15.1,80.7,8,0
101.02,192.98,584.85,0.4644,0.2395,619.8,54.09,3.881,11.2,72.7,8,1
100.4,182.66,343.28,0.4571,0.4479,1506.6,64.15,2.601,30.1,74.8,8,1
56.99,152.78,384.81,0.4045,0.7137,1095.8,20.38,0.472,20.5,79.7,8,0
112.87,442.48,1667.28,0.589,0.746,1162.5,8.37,1.114,13.6,100.0,8,0
76.2,299.34,952.92,0.5046,0.7382,606.7,53.93,0.751,12.1,77.0,8,0
136.36,282.23,839.89,0.4794,0.4947,2859.0,42.21,1.484,26.0,97.6,8,1
64.06,147.23,389.7,0.4182,0.1551,230.5,62.58,2.177,24.6,71.2,8,1
101.94,384.33,1321.61,0.5189,0.05,1231.3,20.13,2.12,31.3,84.2,8,0
45.05,150.35,662.91,0.495,0.7329,775.6,9.26,4.214,10.8,67.9,8,0
46.6,183.16,775.33,0.4543,0.6534,2143.8,34.55,0.629,31.7,72.3,8,0
79.47,296.66,558.42,0.4529,0.5987,1039.0,10.13,8.783,32.2,86.1,8,0
83.0,169.13,524.07,0.4196,0.2241,1054.7,20.71,1.26,21.2,67.8,8,0
137.1,466.04,1253.46,0.5552,0.4973,1811.5,12.56,1.071,11.9,100.0,8,0
99.44,161.24,512.51,0.4135,0.2835,2353.9,18.45,3.467,33.7,80.9,8,0
132.77,470.6,1617.35,0.6549,0.3519,600.3,11.37,4.912,11.8,90.9,8,0
90.96,273.24,639.4,0.525,0.2521,779.2,62.23,1.427,24.8,74.0,8,1
115.61,449.74,1758.61,0.5485,0.6786,1015.7,21.71,4.121,22.3,81.4,8,0
82.32,321.05,989.7,0.5236,0.2867,3413.4,31.63,6.456,30.9,79.6,8,0
80.62,131.17,587.44,0.4189,0.4485,1510.6,58.92,4.368,22.6,79.3,8,0
54.93,104.45,195.09,0.3299,0.3771,2176.7,45.64,0.104,21.7,71.0,8,1
108.85,295.04,682.2,0.3174,0.5055,997.1,42.08,5.27,32.0,79.0,8,0
107.01,395.79,1449.4,0.617,0.4181,1818.5,47.33,4.468,34.1,60.5,8,1
119.89,423.94,1558.82,0.6035,0.7017,444.6,54.73,3.32,23.7,71.6,8,1
105.83,413.89,1395.6,0.5356,0.05,314.6,57.66,4.282,21.4,81.9,8,1
151.11,460.16,2035.9,0.7066,0.1837,1746.8,43.56,11.651,30.8,98.0,8,1
104.86,224.54,655.96,0.4157,0.5441,1515.6,58.4,1.692,30.8,78.1,8,1
125.25,195.74,572.73,0.3267,0.2992,651.7,37.12,0.209,18.0,82.0,8,1
92.35,190.0,809.07,0.4652,0.2008,2469.1,21.64,1.854,24.4,80.1,8,0
77.74,247.86,806.49,0.4892,0.4335,3476.6,57.8,0.143,13.9,72.5,8,1
118.4,451.77,1244.66,0.5198,0.4613,1505.6,37.49,1.045,25.9,81.7,8,1
98.23,226.14,846.04,0.4812,0.0605,2261.0,59.37,2.652,30.8,66.5,8,1
121.26,447.35,1553.69,0.6141,0.1803,3377.8,7.41,1.112,14.7,79.6,8,0
109.28,271.8,714.11,0.4942,0.6048,2944.1,28.85,3.469,18.1,90.2,8,0
80.63,183.09,476.83,0.3896,0.3964,1729.7,61.87,5.178,21.2,66.5,8,1
127.31,352.93,1012.26,0.5412,0.05,2633.7,19.98,1.636,31.1,93.5,8,0
78.68,205.01,408.65,0.3655,0.277,622.8,61.49,6.912,28.3,84.7,8,0
116.09,439.34,1908.96,0.7776,0.5311,1889.9,62.23,0.25,17.9,78.5,8,1
132.5,353.85,811.79,0.4394,0.191,1120.9,57.93,5.5,16.1,86.2,8,1
90.84,199.25,462.91,0.3577,0.6564,731.8,38.82,5.291,27.4,85.2,8,0
129.36,466.51,1654.72,0.6237,0.5723,1606.7,43.82,1.166,22.0,98.7,8,1
110.4,441.24,1657.06,0.5928,0.3271,632.3,57.18,1.065,24.8,78.0,8,1
121.75,379.93,1439.71,0.5236,0.7488,2506.7,51.55,1.092,26.2,73.6,8,1
79.54,169.11,475.65,0.4309,0.3726,1705.6,42.81,5.004,24.0,83.9,8,0
105.81,221.89,922.64,0.3302,0.1895,1952.8,63.94,5.345,25.3,86.4,8,1
65.25,107.29,350.73,0.3338,0.5525,683.0,46.14,1.2,32.2,72.8,8,0
143.24,242.54,723.77,0.3767,0.4616,661.2,63.53,2.694,31.7,100.0,8,1
50.11,189.77,756.83,0.4575,0.3425,2125.3,8.44,0.449,13.7,55.6,8,0
91.59,159.47,391.92,0.2684,0.294,3450.5,13.34,1.898,24.7,80.6,8,0
77.16,209.18,862.34,0.4987,0.3114,517.6,32.09,20.158,21.0,70.9,8,0
117.32,380.75,1239.28,0.579,0.1737,1142.9,28.09,0.519,17.1,90.0,8,0
148.55,538.64,2278.54,0.6711,0.5134,3069.2,51.96,8.844,25.8,100.0,8,1
116.83,225.27,528.1,0.4145,0.4333,438.5,14.64,5.216,22.8,92.9,8,0
174.49,452.7,1959.0,0.715,0.3208,3090.4,63.57,10.75,29.4,100.0,8,1
66.01,140.51,513.88,0.4491,0.2543,1930.1,23.9,0.594,12.3,71.8,8,0
67.93,145.33,504.23,0.3267,0.3321,1547.3,30.74,0.721,17.6,72.7,8,0
78.13,176.54,518.95,0.3226,0.2332,1221.9,21.48,0.1,10.6,76.4,8,0
103.49,307.13,1345.85,0.6425,0.0555,1180.5,39.76,3.87,28.6,76.1,8,0
74.78,115.27,345.66,0.3276,0.2246,1209.1,8.52,3.099,32.8,69.5,8,0
81.66,205.95,647.93,0.4024,0.1283,3119.9,13.98,0.588,24.7,77.7,8,0
115.97,228.12,891.95,0.5089,0.3914,2588.5,49.75,4.698,25.4,90.0,8,1
69.48,272.2,699.29,0.3805,0.5787,2410.1,16.19,1.067,11.2,65.6,8,0
72.13,213.26,551.72,0.3963,0.2935,2835.9,19.13,0.435,22.6,63.0,8,0
90.49,332.13,1293.08,0.6015,0.8887,1048.5,52.58,1.647,23.2,63.7,8,1
92.84,184.69,396.56,0.3077,0.5732,2239.5,10.6,0.286,11.0,67.8,8,0
125.71,443.12,1782.23,0.6291,0.7529,1718.2,31.25,0.916,29.6,83.4,8,1
77.94,197.73,689.68,0.3807,0.652,2782.1,6.38,1.392,17.0,69.8,8,0
82.45,160.3,521.86,0.365,0.4478,1220.5,25.81,5.729,28.1,72.5,8,0
115.0,391.35,946.52,0.5473,0.385,2322.5,46.94,4.719,20.1,74.9,8,1
