rainfall_mm,river_level_m,drainage_capacity,soil_saturation,upstream_flow,elevation,slope,distance_river_km,past_rain_3day,past_rain_7day,humidity,month,flood
22.91,10.91,0.748,0.886,1304.8,255.8,4.87,0.685,76.42,394.96,91.3,6,0
62.17,5.5,0.85,0.612,1453.4,147.0,12.47,0.502,112.95,243.09,63.3,2,0
40.79,6.11,0.456,0.447,3392.6,178.4,3.86,10.887,193.54,723.09,53.9,12,0
9.19,11.17,0.608,0.201,1071.4,261.5,7.08,2.958,32.85,71.31,86.0,6,0
5.53,6.49,0.305,0.952,1153.5,265.5,0.27,0.574,13.39,39.86,91.4,1,0
46.95,6.11,0.66,0.577,1533.3,344.0,1.18,0.14,183.4,434.37,75.1,9,0
37.23,7.15,0.111,0.355,3397.9,113.0,9.12,2.387,97.28,568.32,91.0,10,0
19.73,8.43,0.54,0.415,4448.0,329.8,2.92,0.722,64.53,172.64,72.9,12,0
23.17,1.73,0.68,0.344,3376.1,389.5,10.41,0.5,62.42,162.32,59.9,7,0
64.37,9.94,0.926,0.642,4140.8,338.6,11.78,2.656,294.88,1736.34,73.7,8,1
21.88,5.51,0.443,0.937,2722.4,241.4,12.76,2.274,108.94,442.73,60.8,12,0
36.92,1.33,0.789,0.871,353.9,495.8,2.01,1.313,76.2,383.44,73.6,11,0
115.95,9.54,0.638,0.514,511.3,203.0,6.83,5.717,183.49,607.22,57.4,4,1
9.83,4.83,0.934,0.844,2776.4,54.2,14.21,2.277,22.29,92.08,59.3,8,0
24.81,1.65,0.459,0.481,1645.7,410.9,11.58,4.478,88.46,179.34,94.1,12,0
67.43,7.79,0.387,0.327,1110.6,106.9,1.75,0.423,142.19,516.9,55.8,1,0
16.25,10.62,0.898,0.985,2336.6,356.9,7.54,0.704,70.52,297.61,61.2,11,0
28.86,10.71,0.144,0.373,3335.8,90.3,13.84,0.221,84.57,343.17,99.8,4,1
12.66,11.51,0.223,0.391,1931.1,9.4,6.6,0.726,46.04,166.82,78.8,6,1
30.91,10.48,0.174,0.991,4014.7,80.7,12.56,7.135,95.65,492.74,79.3,10,1
95.95,0.52,0.859,0.221,3695.2,189.1,7.44,6.586,447.28,1792.05,92.2,7,0
68.07,4.87,0.11,0.784,3677.2,54.2,1.6,2.857,110.48,502.09,76.2,12,1
70.18,9.91,0.875,0.942,4926.1,99.6,2.22,1.472,284.4,778.82,61.1,3,1
9.57,4.71,0.506,0.561,1483.2,382.5,0.7,3.035,36.19,197.1,71.1,10,0
0.29,7.42,0.104,0.102,3227.2,385.2,2.93,1.613,1.1,3.78,87.8,10,0
59.37,7.47,0.461,0.438,4278.8,408.9,13.4,0.1,175.07,687.76,93.6,2,0
11.67,4.7,0.268,0.2,2901.8,420.7,9.75,1.392,18.15,61.86,63.7,9,0
73.48,10.9,0.662,0.475,3949.6,210.8,11.08,1.827,287.5,1600.68,63.1,1,1
58.09,6.29,0.711,0.811,2078.1,433.9,9.32,0.618,255.79,1433.2,66.4,10,0
32.25,5.85,0.539,0.495,2956.6,263.4,5.8,0.455,57.99,168.01,79.8,1,0
39.22,11.97,0.136,0.489,287.8,235.8,3.25,0.64,119.45,598.54,63.9,10,1
15.89,6.18,0.691,0.601,4929.0,359.5,13.88,1.954,32.88,79.28,94.7,2,0
47.17,2.55,0.858,0.624,4002.1,107.7,7.72,0.316,171.61,363.7,98.9,5,0
66.81,6.4,0.748,0.871,4345.4,395.0,7.22,2.548,283.9,1517.82,84.0,1,0
16.56,9.86,0.847,0.378,3474.5,215.3,14.94,1.099,63.47,160.24,98.5,6,0
50.49,9.43,0.28,0.84,938.4,64.5,5.76,0.872,131.93,345.55,64.4,8,1
72.64,9.57,0.9,0.609,164.8,60.5,12.81,3.293,144.48,639.5,90.8,10,0
25.47,8.64,0.39,0.37,4324.6,83.3,12.94,1.411,109.02,574.2,83.9,2,0
64.52,3.42,0.112,0.366,1987.7,445.4,3.49,0.951,169.94,468.76,63.2,5,0
138.51,10.41,0.859,0.425,1326.7,495.5,1.42,4.21,218.5,536.81,65.9,3,0
36.35,10.77,0.948,0.66,2812.7,179.1,14.63,0.919,127.22,293.78,74.4,2,0
53.77,2.73,0.69,0.308,2110.3,146.8,6.39,3.918,127.07,266.77,89.6,6,0
14.17,2.0,0.308,0.928,3261.8,110.2,0.03,1.403,62.97,155.27,93.6,1,0
46.34,11.72,0.327,0.617,2424.1,412.1,7.49,0.466,92.75,535.25,81.7,12,0
56.11,10.49,0.52,0.928,3489.2,105.4,9.29,1.898,169.55,403.73,86.1,8,1
46.82,10.77,0.908,0.142,4268.6,462.1,11.64,0.672,111.71,490.43,63.2,6,0
4.31,10.69,0.235,0.408,985.8,334.0,14.14,0.318,16.87,95.89,87.1,4,0
47.22,6.73,0.843,0.121,1653.9,448.7,13.73,0.181,161.49,728.55,80.2,12,0
91.18,7.93,0.362,0.345,2189.7,277.5,14.1,0.553,389.18,829.35,61.1,5,0
55.7,6.77,0.828,0.876,4810.7,345.6,0.48,2.668,172.96,758.56,97.5,2,0
73.67,1.09,0.928,0.133,1833.0,310.1,10.68,3.64,111.74,627.14,75.6,8,0
31.7,9.07,0.485,0.493,1911.7,415.8,3.39,3.957,71.44,235.04,89.7,6,0
66.25,6.31,0.429,0.206,3270.8,418.1,2.81,0.63,331.04,1077.36,76.3,6,0
49.77,7.95,0.822,0.475,2101.8,295.3,12.0,2.163,145.28,435.17,96.6,3,0
6.72,6.28,0.577,0.855,4756.6,316.6,6.26,0.524,24.66,99.19,57.1,1,0
51.15,6.16,0.716,0.661,4473.4,461.0,13.75,1.95,238.72,704.65,77.3,8,0
5.29,2.48,0.661,0.763,2571.9,465.0,0.64,4.364,8.32,40.71,51.3,12,0
17.85,3.71,0.238,0.414,3227.4,332.5,12.03,0.1,67.98,311.31,59.9,7,0
46.63,2.33,0.86,0.95,299.6,4.9,2.05,8.43,117.0,421.56,64.1,12,0
50.4,2.75,0.276,0.738,3481.7,53.1,2.65,3.51,124.87,610.63,73.6,1,0
1.62,11.69,0.939,0.48,3538.9,429.1,7.16,2.868,3.71,8.89,91.0,12,0
76.89,2.26,0.326,0.484,1802.4,43.3,5.93,2.351,336.74,1683.07,73.3,8,0
60.02,3.6,0.76,0.927,1106.2,107.5,7.29,2.942,168.38,742.81,78.1,10,0
15.33,7.29,0.356,0.619,4576.2,116.0,14.1,10.441,26.6,120.26,96.2,2,0
13.82,7.52,0.386,0.736,2139.3,300.5,9.86,2.941,25.41,57.38,87.8,11,0
34.93,2.27,0.379,0.475,3272.0,288.7,4.35,0.866,70.56,315.58,52.5,8,0
24.39,9.63,0.773,0.301,176.3,145.4,2.59,1.903,113.33,450.66,58.8,5,0
43.96,9.53,0.601,0.751,2076.2,104.6,6.3,0.822,131.71,519.38,51.9,8,1
27.29,3.23,0.895,0.647,4088.1,382.5,6.77,7.017,128.44,422.22,53.5,11,0
30.26,3.82,0.377,0.551,1944.0,467.8,9.02,4.608,131.97,267.97,66.9,12,0
26.41,11.29,0.723,0.662,3019.8,27.4,3.99,1.677,117.06,432.0,86.4,6,1
29.3,10.0,0.778,0.287,1057.2,67.5,11.51,3.04,73.37,264.41,62.2,2,0
62.18,8.52,0.236,0.815,2088.5,321.4,1.48,4.809,152.31,562.22,69.6,7,1
15.56,1.45,0.461,0.953,4638.9,402.4,8.41,0.558,53.85,239.53,69.7,11,0
98.75,5.31,0.535,0.902,2836.6,395.8,9.35,1.733,292.58,936.15,79.5,11,0
26.91,6.93,0.42,0.389,4510.6,360.1,3.1,1.314,88.3,271.75,94.6,6,0
85.89,2.66,0.39,0.465,4511.1,443.8,12.39,2.953,144.83,578.04,99.2,4,0
32.15,5.65,0.718,0.828,4721.3,109.5,9.23,0.953,157.55,688.37,80.2,9,1
70.09,7.41,0.294,0.636,4478.0,54.5,9.69,2.469,119.4,509.74,75.3,4,1
42.79,4.26,0.738,0.593,26.4,308.1,7.47,1.032,90.97,502.77,84.1,1,0
79.88,9.48,0.942,0.934,4670.7,411.3,13.64,0.235,309.45,1570.94,83.4,3,0
26.44,10.17,0.609,0.582,695.9,291.4,10.41,0.227,54.05,119.39,76.2,11,0
1.55,4.22,0.65,0.563,209.2,481.5,5.73,0.254,2.9,12.34,86.8,8,0
89.72,10.14,0.162,0.138,286.4,398.0,3.58,0.1,182.82,671.16,74.6,3,1
36.03,1.69,0.878,0.162,1751.1,350.7,1.07,1.523,61.85,213.03,99.8,7,0
47.75,10.13,0.357,0.107,3107.8,31.1,2.48,2.229,113.64,662.69,52.4,11,1
83.22,2.26,0.654,0.922,2017.5,54.8,14.89,0.271,203.79,779.94,72.2,1,0
3.88,1.45,0.981,0.468,137.5,392.6,6.1,1.893,12.6,61.44,69.9,4,0
60.84,7.88,0.636,0.522,2387.6,99.9,13.48,1.821,184.69,1083.81,88.5,4,0
19.35,5.93,0.752,0.861,2216.2,15.4,2.56,0.318,61.12,159.15,59.5,9,0
35.37,10.94,0.501,0.648,3786.7,455.5,6.38,1.035,129.33,286.92,71.7,12,0
42.53,4.68,0.154,0.649,1405.3,445.5,14.41,2.814,98.17,319.51,84.9,11,0
12.51,3.8,0.818,0.367,1095.5,110.0,1.37,0.1,24.66,53.7,80.2,1,0
12.74,6.26,0.131,0.851,1287.1,390.3,8.91,0.318,58.3,143.84,77.3,11,0
87.29,5.74,0.731,0.249,1525.7,24.9,13.79,10.959,324.6,1936.86,71.7,12,0
71.02,4.46,0.121,0.148,2999.8,143.2,14.25,2.645,121.6,710.25,87.6,9,0
37.81,8.48,0.876,0.272,2362.9,312.2,12.69,1.248,183.88,876.24,82.3,10,0
48.51,9.23,0.242,0.341,1691.1,381.8,12.84,1.987,190.43,954.45,93.7,8,0
29.7,10.31,0.563,0.354,1877.8,6.2,9.78,3.744,60.32,154.55,86.6,10,0
87.48,11.69,0.637,0.703,1860.9,163.8,3.31,3.694,427.95,1874.83,57.0,6,1
32.99,3.57,0.512,0.296,4862.3,108.0,10.96,0.785,91.67,239.96,81.0,11,0
48.11,8.74,0.407,0.709,1172.7,499.4,14.68,1.352,237.96,836.1,52.2,4,0
80.11,5.03,0.521,0.182,4092.1,335.8,7.89,2.033,149.12,504.24,69.4,11,0
12.79,8.29,0.38,0.232,3544.0,203.4,3.91,0.149,26.35,117.41,70.6,6,0
94.56,5.97,0.494,0.558,37.8,38.8,8.6,5.83,359.41,833.39,92.7,6,0
13.57,11.93,0.423,0.93,4965.9,299.7,10.36,1.134,21.4,51.66,59.0,2,0
97.04,8.88,0.61,0.874,3784.6,321.2,3.12,0.927,151.9,674.41,82.2,7,1
26.96,11.45,0.314,0.972,3415.4,408.4,10.79,4.752,115.16,523.32,59.6,9,1
31.51,10.1,0.99,0.685,2032.6,145.0,8.81,0.252,65.76,220.92,97.4,8,0
26.15,10.88,0.551,0.708,2780.5,490.7,9.19,0.1,123.32,319.09,76.5,3,0
24.08,9.87,0.275,0.663,1273.8,220.3,4.59,2.31,72.02,399.31,85.4,8,1
3.61,5.78,0.529,0.661,187.1,148.7,2.33,0.972,16.44,36.36,82.3,4,0
18.73,3.4,0.88,0.232,4181.7,174.9,9.35,2.892,55.49,270.2,65.2,10,0
35.19,4.76,0.12,0.589,4483.5,260.3,8.79,0.142,118.1,302.37,95.1,1,0
73.52,0.73,0.712,0.447,820.7,468.4,5.07,0.968,191.73,872.29,81.4,3,0
47.27,6.53,0.593,0.498,3937.4,367.8,4.44,0.537,179.77,836.74,75.5,1,0
50.77,6.31,0.253,0.571,3708.4,289.0,5.21,2.691,132.69,692.27,76.4,5,0
1.66,6.54,0.836,0.216,900.1,82.2,7.35,0.515,3.78,13.53,94.5,10,0
9.17,11.7,0.432,0.424,2114.9,75.5,14.62,1.225,16.36,34.15,53.0,11,0
102.96,10.98,0.364,0.157,2119.6,251.6,11.45,3.417,175.21,918.86,69.5,9,1
14.27,2.36,0.845,0.982,3802.2,364.6,12.78,4.939,36.68,138.52,92.1,7,0
97.97,4.74,0.675,0.207,4189.9,375.8,7.58,2.565,399.48,2152.53,51.9,3,0
31.49,5.38,0.908,0.333,482.9,113.7,7.89,1.122,69.9,356.78,82.0,7,0
40.08,4.65,0.667,0.902,2819.2,50.9,3.06,1.697,102.1,407.69,70.2,12,0
77.46,9.68,0.767,0.534,3811.1,192.8,10.82,2.34,361.6,2168.76,60.2,8,1
84.52,6.53,0.853,0.222,3933.1,459.2,6.32,4.158,315.84,1215.45,80.6,4,0
36.12,7.08,0.149,0.446,748.5,273.1,11.14,4.389,170.46,815.82,91.6,3,0
26.41,10.31,0.798,0.204,2632.3,160.7,6.14,5.346,123.85,579.53,73.4,2,0
38.04,9.77,0.652,0.28,4289.2,162.5,1.63,3.329,65.51,266.76,57.3,8,1
51.83,2.02,0.163,0.147,1599.4,66.9,2.6,0.318,250.98,1089.61,65.3,3,0
71.2,8.71,0.558,0.494,2131.3,237.1,12.17,2.754,119.55,620.98,99.1,7,1
40.15,5.51,0.174,0.826,4023.7,395.9,3.88,3.37,190.29,815.66,55.6,11,0
61.66,3.89,0.762,0.627,455.7,484.3,3.97,4.205,210.48,799.96,58.0,11,0
97.34,1.08,0.592,0.646,4298.9,251.3,13.94,5.176,327.67,1523.12,99.5,11,0
53.35,6.1,0.958,0.281,1562.7,84.4,9.86,1.423,213.19,456.67,94.1,2,0
50.91,4.59,0.265,0.41,17.2,341.8,1.71,2.129,233.02,567.81,85.4,5,0
13.16,3.39,0.645,0.861,1178.5,378.6,2.15,0.1,48.17,120.5,57.5,5,0
52.08,8.49,0.29,0.179,456.6,36.8,4.09,1.701,155.65,576.38,62.0,9,0
53.59,9.35,0.653,0.872,471.0,425.2,8.91,1.282,101.38,556.27,59.0,8,0
36.68,3.32,0.75,0.535,3467.3,414.8,11.29,6.557,156.34,714.99,81.5,8,0
21.98,1.07,0.75,0.853,1077.7,236.8,4.12,4.64,42.84,252.38,69.9,10,0
48.52,10.26,0.834,0.386,4674.4,280.7,13.06,3.195,196.15,423.63,52.4,2,0
37.89,0.61,0.868,0.405,2587.1,357.0,1.64,0.117,126.83,619.96,64.6,2,0
79.47,11.28,0.17,0.776,2305.9,338.7,3.11,1.028,226.53,737.76,93.0,12,1
43.01,7.72,0.409,0.806,2177.1,9.3,14.56,2.382,156.81,328.22,89.8,10,0
13.86,4.2,0.718,0.307,3466.0,62.1,2.02,0.1,58.25,308.93,82.2,7,0
74.66,3.33,0.549,0.976,2266.8,82.1,13.32,0.538,357.9,948.71,54.3,12,0
32.4,0.6,0.272,0.176,651.7,378.1,10.56,4.37,78.62,224.56,94.1,4,0
58.43,3.21,0.597,0.162,4402.1,220.6,1.1,0.278,281.33,945.8,76.7,3,0
23.29,2.08,0.467,0.636,2147.7,273.2,7.26,0.105,113.27,583.73,74.7,3,0
17.26,7.54,0.451,0.75,379.3,386.6,7.78,1.738,75.02,337.49,96.7,7,0
42.95,2.42,0.829,0.965,2651.5,171.2,13.98,5.855,196.91,602.43,50.4,1,0
40.45,6.58,0.467,0.464,3240.3,374.7,6.32,3.599,158.7,424.36,77.8,4,0
56.79,7.29,0.124,0.123,1385.2,221.7,6.7,7.36,92.96,226.66,89.6,6,0
30.6,3.93,0.152,0.643,4003.7,189.2,1.69,2.801,107.48,279.37,53.2,9,0
24.27,0.9,0.871,0.361,3352.2,167.2,9.59,1.15,99.89,546.64,67.9,12,0
24.85,0.93,0.965,0.49,3255.2,482.5,3.16,5.861,119.19,678.3,98.9,1,0
67.78,0.8,0.72,0.54,2109.9,386.2,1.16,1.112,237.01,1391.69,60.6,1,0
29.59,9.0,0.428,0.158,4810.0,11.1,14.95,0.862,126.64,676.14,76.6,2,0
31.38,4.16,0.945,0.537,1378.2,478.8,4.04,1.189,124.49,690.87,87.3,7,0
74.52,9.66,0.697,0.484,2892.8,387.9,2.12,3.364,185.03,974.06,69.5,7,1
15.08,5.46,0.86,0.741,1552.2,75.4,10.49,4.995,30.79,179.57,70.4,5,0
14.0,5.71,0.789,0.681,3726.6,39.1,12.33,0.885,57.79,311.04,53.2,4,0
34.38,6.4,0.441,0.267,248.5,154.8,0.96,1.241,79.69,306.67,59.5,10,0
23.05,8.7,0.531,0.286,239.0,312.5,1.58,4.572,54.32,178.89,94.0,6,0
6.18,3.65,0.268,0.326,4056.2,308.7,1.35,0.1,23.2,100.63,90.9,8,0
33.86,1.9,0.363,0.261,2177.0,138.6,0.7,3.064,144.31,639.69,65.2,12,0
57.2,6.89,0.8,0.691,1712.5,223.4,9.89,1.211,202.39,870.22,69.1,7,0
39.67,4.26,0.905,0.995,3041.6,106.7,8.82,0.945,182.4,880.44,72.0,2,0
50.74,5.59,0.752,0.687,3512.5,26.2,9.94,1.185,113.67,545.15,67.3,11,0
103.47,7.94,0.519,0.646,1014.0,259.0,7.59,1.085,246.61,579.24,82.7,2,1
28.0,6.18,0.178,0.469,935.3,174.1,12.26,2.826,104.42,328.09,50.6,6,0
49.74,7.63,0.151,0.381,4791.2,271.9,8.2,5.261,219.0,1217.54,94.0,12,0
22.18,6.76,0.437,0.92,2952.4,473.3,13.78,1.352,75.13,327.58,65.0,1,0
10.38,9.01,0.517,0.972,1956.7,72.5,7.28,3.576,15.94,52.84,93.6,5,0
19.53,8.62,0.648,0.547,4009.2,2.0,11.86,2.633,75.56,408.17,72.7,1,0
23.24,6.64,0.106,0.361,2630.5,39.4,6.11,0.803,101.05,302.77,88.8,7,0
52.58,8.31,0.991,0.793,1215.9,231.9,6.53,1.77,129.77,471.93,91.3,3,0
122.22,10.55,0.428,0.219,1041.6,353.8,12.73,2.198,206.51,641.22,65.1,9,1
14.94,5.47,0.863,0.789,1990.3,290.8,1.61,0.1,49.49,271.47,82.0,5,0
25.42,5.25,0.581,0.837,4300.9,248.0,8.47,1.008,41.88,205.75,80.4,1,0
37.79,9.29,0.217,0.212,316.6,177.6,10.9,9.823,111.71,429.07,73.8,10,0
53.85,7.2,0.818,0.979,1100.4,155.7,11.26,2.028,84.14,482.04,73.5,4,0
49.22,1.32,0.739,0.987,4466.8,188.8,8.87,0.814,112.59,642.89,65.3,8,0
84.94,10.76,0.575,0.943,617.5,306.2,6.72,0.575,243.01,1177.66,65.5,7,1
44.92,0.85,0.563,0.546,3151.8,84.7,3.91,0.47,84.95,473.0,77.4,6,0
43.54,9.11,0.179,0.321,1075.4,385.9,13.64,1.027,82.71,403.43,51.6,9,1
22.64,9.23,0.69,0.624,3033.3,288.1,5.55,0.43,99.52,449.1,96.7,12,0
78.41,11.46,0.92,0.478,1921.7,135.3,11.98,0.29,128.98,475.03,82.5,12,0
14.8,1.12,0.184,0.285,517.4,251.1,0.47,0.905,57.88,179.07,72.2,4,0
65.27,7.36,0.337,0.481,2916.6,481.4,3.48,1.868,283.96,636.36,53.1,10,0
59.99,5.42,0.912,0.698,3418.4,11.2,5.18,0.317,117.43,611.07,81.5,12,0
48.53,4.3,0.356,0.164,3404.6,100.6,10.07,0.1,105.98,263.74,50.9,1,0
1.84,1.54,0.689,0.4,3188.8,224.7,4.79,0.1,6.9,25.13,84.0,12,0
5.51,6.97,0.581,0.116,2506.1,319.6,0.62,0.622,14.34,42.14,53.6,10,0
6.06,6.01,0.637,0.775,2602.2,106.9,2.61,0.422,19.19,73.28,82.8,6,0
43.87,1.7,0.474,0.677,3181.8,465.8,3.89,1.55,194.16,632.96,70.3,4,0
18.08,7.54,0.37,0.156,3454.4,321.6,2.64,1.217,35.85,190.68,83.1,1,0
57.29,8.99,0.144,0.968,3277.8,438.8,3.06,0.785,210.19,1242.81,56.9,10,1
59.91,9.32,0.77,0.12,2938.9,165.3,11.53,3.586,287.48,1657.68,55.9,3,0
10.01,10.91,0.771,0.631,787.6,414.6,6.18,1.406,17.03,76.45,62.4,11,0
0.59,5.21,0.704,0.799,1061.0,189.7,6.08,0.192,1.01,5.95,70.6,1,0
31.03,11.46,0.679,0.809,1308.5,127.1,14.5,0.701,106.79,384.74,62.7,5,0
21.17,10.45,0.319,0.131,4599.1,455.9,6.7,7.249,102.88,420.79,54.1,8,1
67.92,3.91,0.12,0.916,3799.4,47.0,13.91,7.543,154.3,467.13,66.3,12,1
25.08,2.33,0.828,0.927,2768.8,471.5,4.49,0.588,66.65,372.69,85.3,2,0
41.59,5.51,0.542,0.605,1267.8,229.8,6.01,0.366,76.75,208.67,79.2,12,0
59.54,5.12,0.376,0.534,563.3,496.3,5.94,1.369,164.8,732.05,98.2,6,0
104.98,7.12,0.192,0.14,4494.8,270.3,8.19,1.313,173.76,903.19,71.8,6,1
23.14,7.21,0.156,0.606,4464.4,379.0,8.76,1.056,66.22,290.14,66.6,5,0
51.36,9.12,0.414,0.468,562.4,4.5,3.72,1.507,176.88,409.5,84.7,7,1
23.14,6.36,0.824,0.796,3988.1,248.8,11.9,0.528,113.65,505.27,70.6,1,0
43.72,1.71,0.927,0.463,2238.8,369.0,7.45,0.244,190.8,967.05,80.9,10,0
69.57,10.37,0.907,0.715,1626.6,391.6,0.11,1.69,304.51,837.81,97.3,4,0
39.81,4.06,0.928,0.191,3698.1,79.9,8.87,5.394,91.49,452.69,75.0,11,0
81.25,11.67,0.917,0.22,3075.5,210.1,11.97,0.296,146.68,808.83,74.9,6,1
8.07,1.86,0.575,0.226,3902.4,210.1,3.76,2.44,29.14,173.24,88.8,4,0
58.2,11.52,0.297,0.141,380.9,52.7,0.57,1.152,193.44,704.18,87.8,6,1
105.41,1.55,0.818,0.587,1599.7,222.1,12.11,0.696,348.67,732.43,75.8,2,0
54.69,3.16,0.292,0.815,1603.4,403.7,14.64,3.836,102.9,378.29,53.2,11,0
49.68,1.04,0.34,0.649,1655.5,150.8,1.15,1.219,160.4,744.39,99.0,9,0
40.3,8.61,0.31,0.617,2517.4,216.9,14.07,1.751,81.66,454.46,68.9,4,0
14.98,10.28,0.563,0.713,1422.2,480.5,5.39,1.171,44.6,256.58,65.8,5,0
87.45,5.49,0.39,0.406,2227.5,16.8,14.12,0.169,150.19,846.83,99.1,7,1
18.62,11.18,0.239,0.426,1845.2,296.2,9.73,1.807,83.77,388.03,93.6,8,1
57.66,7.29,0.508,0.383,3679.1,372.0,13.35,1.085,89.15,421.66,66.5,1,0
14.71,7.75,0.887,0.741,3021.5,380.7,11.79,0.182,70.41,141.49,65.4,7,0
1.28,10.22,0.613,0.245,3271.6,358.3,0.42,1.812,5.79,20.01,86.0,10,0
90.23,3.91,0.891,0.112,1060.8,363.5,0.98,0.1,373.01,2099.11,66.7,9,0
27.84,4.57,0.276,0.637,1634.3,30.4,7.89,0.468,137.52,654.39,62.6,2,0
90.86,10.92,0.25,0.948,115.6,267.5,1.94,3.038,153.41,593.97,99.0,11,1
37.26,10.86,0.618,0.648,550.8,391.7,6.92,0.1,139.57,337.34,78.3,2,0
24.47,11.73,0.517,0.805,1332.6,47.9,14.32,2.081,109.43,326.67,88.1,11,0
71.22,10.87,0.694,0.706,336.7,7.0,4.42,5.98,138.4,583.99,85.7,4,0
19.35,1.96,0.815,0.548,3017.1,407.5,7.33,0.376,68.64,383.71,87.8,12,0
64.45,9.97,0.776,0.747,4990.7,356.4,5.76,1.08,185.55,442.2,95.2,1,0
40.88,5.21,0.948,0.842,513.1,206.7,9.45,1.714,123.69,323.44,75.0,9,0
14.01,11.89,0.458,0.302,4107.9,470.3,2.91,1.197,65.76,303.8,87.7,12,0
45.75,5.93,0.286,0.403,602.9,383.5,3.9,1.937,154.88,491.98,89.8,5,0
116.87,6.87,0.596,0.301,3352.9,484.0,12.88,1.035,213.45,571.79,97.3,3,0
57.25,6.59,0.2,0.507,3219.4,464.7,12.17,0.322,273.69,742.73,85.7,6,0
37.99,4.2,0.36,0.897,4514.6,241.2,11.84,0.187,81.6,324.01,94.6,7,0
77.64,1.36,0.287,0.411,578.6,377.6,11.56,2.729,359.01,1556.31,54.8,4,0
47.37,10.8,0.457,0.437,1584.1,334.9,6.89,0.545,232.05,1303.49,56.3,2,0
47.33,9.73,0.2,0.874,463.0,405.9,10.93,3.761,216.43,891.53,57.9,12,0
1.79,2.1,0.129,0.564,2042.8,394.1,5.81,2.718,6.94,33.07,57.2,5,0
48.18,9.43,0.691,0.582,4558.8,77.5,1.51,0.101,197.67,538.22,54.4,12,1
76.24,7.7,0.649,0.875,3909.8,117.6,5.9,0.449,301.11,1461.56,56.1,7,1
10.74,5.21,0.738,0.541,3617.3,133.6,2.38,0.691,33.41,153.53,99.8,10,0
89.86,3.42,0.694,0.713,2669.8,409.4,5.86,1.805,221.09,633.37,63.6,10,0
36.79,10.39,0.203,0.177,4418.6,405.6,4.46,3.32,91.88,429.79,73.9,3,0
8.93,8.55,0.362,0.261,2252.7,248.2,8.99,0.124,36.24,103.14,91.1,2,0
74.92,6.8,0.217,0.464,756.9,290.8,5.42,0.574,276.53,1209.62,55.9,2,0
29.96,7.51,0.859,0.545,4189.6,413.6,10.58,0.944,106.28,496.9,65.9,11,0
66.58,1.55,0.772,0.969,1405.4,157.0,7.68,0.405,251.96,1202.7,58.0,12,0
29.79,5.95,0.281,0.974,277.6,26.0,13.79,1.576,125.46,707.24,53.1,12,0
37.91,2.73,0.407,0.866,638.9,241.8,1.37,1.3,156.14,904.28,98.0,11,0
57.27,2.9,0.97,0.384,3049.2,456.9,10.32,0.761,107.04,560.97,92.9,4,0
50.18,8.1,0.635,0.968,3039.3,395.4,10.09,1.455,139.03,766.77,94.0,4,0
29.84,10.98,0.821,0.72,1308.3,183.9,14.26,0.88,72.34,150.27,93.4,5,0
0.76,5.14,0.338,0.454,3638.6,33.3,5.57,0.841,2.56,8.83,57.7,3,0
72.53,2.89,0.289,0.732,3870.5,318.8,4.58,0.617,124.38,268.53,89.2,11,0
35.38,7.96,0.806,0.115,4603.3,417.4,2.59,1.555,147.47,427.56,86.4,1,0
21.67,10.52,0.717,0.232,2928.8,332.8,3.98,1.174,40.58,143.13,96.3,4,0
7.55,9.11,0.713,0.847,3899.3,213.1,7.53,0.437,18.5,101.18,61.0,1,0
2.21,10.49,0.597,0.681,3768.0,62.6,12.57,0.1,9.37,37.91,70.7,12,0
30.76,6.67,0.607,0.428,1296.5,455.5,4.26,0.327,51.7,237.57,64.7,8,0
36.46,9.15,0.762,0.551,1558.0,138.7,2.37,0.1,138.92,479.45,62.9,5,0
19.05,2.11,0.343,0.915,2397.6,112.9,4.08,1.13,90.24,398.09,82.6,2,0
6.17,4.51,0.417,0.668,105.0,408.2,1.51,0.51,22.59,118.88,58.2,12,0
37.62,4.98,0.884,0.458,1494.0,490.6,13.9,1.091,150.25,481.54,73.2,5,0
52.74,6.38,0.378,0.208,2374.7,330.4,13.09,0.799,225.35,1291.04,82.3,5,0
113.26,11.18,0.592,0.364,549.3,312.8,4.63,1.544,258.0,736.13,56.5,1,1
12.92,10.55,0.732,0.981,640.1,160.4,3.7,2.574,45.64,259.09,62.8,5,0
80.58,2.05,1.0,0.494,2321.6,11.2,13.58,1.305,208.03,439.6,98.4,8,0
74.06,2.49,0.492,0.525,3657.5,96.7,0.03,0.128,175.76,733.09,89.8,10,0
12.73,4.61,0.485,0.549,4170.4,292.6,9.01,0.1,27.67,164.4,83.8,2,0
47.11,3.84,0.858,0.896,2736.1,76.5,13.74,0.48,167.21,742.24,92.8,8,0
23.98,7.57,0.825,0.644,2379.0,442.0,7.63,1.107,102.67,433.2,50.7,8,0
46.5,10.88,0.758,0.724,1927.6,94.9,0.04,0.1,212.3,1004.14,50.3,12,0
92.82,11.57,0.517,0.45,972.8,261.5,3.28,0.794,278.46,879.17,57.7,1,0
61.2,8.02,0.392,0.126,741.3,256.5,13.84,4.361,171.66,380.35,74.8,4,0
57.8,10.14,0.648,0.938,3961.6,302.4,0.26,0.189,225.75,678.2,78.5,5,1
24.94,6.54,0.889,0.954,2330.4,164.4,5.92,5.933,105.52,285.44,55.7,10,0
